Date;InvoiceNo;CustomerNo;SalesPerson;ProductNo;UnitPrice;Quantity;Amount
04/05/2003;23704;10615;14;76;9,50;41;389,50
18/04/2003;23705;10219;20;69;9,50;4;38,00
17/01/2003;23706;10282;13;37;13,25;11;145,75
26/08/2003;23707;10899;14;20;14,00;20;280,00
12/06/2003;23708;10322;11;73;49,30;35;1725,50
28/09/2003;23709;10176;21;59;55,00;13;715,00
18/07/2003;23710;10431;15;63;38,00;14;532,00
13/11/2003;23711;10648;15;44;53,00;25;1325,00
26/05/2003;23712;10734;14;24;23,25;37;860,25
04/02/2003;23713;10208;21;1;14,00;17;238,00
17/07/2003;23714;10777;12;27;19,00;39;741,00
24/07/2003;23715;10532;18;28;18,00;8;144,00
07/07/2003;23716;10576;10;73;49,30;27;1331,10
27/07/2003;23717;10455;24;23;32,00;36;1152,00
11/06/2003;23718;10967;16;11;15,00;23;345,00
02/12/2003;23719;10414;26;26;123,79;47;5818,13
09/08/2003;23720;10815;5;25;36,00;2;72,00
13/10/2003;23721;10325;15;42;7,00;1;7,00
04/09/2003;23722;10841;20;38;7,45;27;201,15
12/01/2003;23723;10595;9;25;36,00;50;1800,00
05/02/2003;23724;10117;2;36;17,45;16;279,20
12/12/2003;23725;10137;19;2;43,90;9;395,10
13/09/2003;23726;10502;8;45;12,50;14;175,00
02/07/2003;23727;10573;11;48;14,00;15;210,00
08/03/2003;23728;10546;6;8;9,20;48;441,60
26/12/2003;23729;10011;2;64;9,00;42;378,00
06/08/2003;23730;10650;24;23;32,00;43;1376,00
08/08/2003;23731;10065;15;32;12,00;12;144,00
30/03/2003;23732;10516;10;15;123,79;20;2475,80
28/10/2003;23733;10013;21;32;12,00;48;576,00
10/03/2003;23734;10156;6;20;14,00;18;252,00
18/05/2003;23735;10266;10;48;14,00;17;238,00
18/12/2003;23736;10002;12;44;53,00;33;1749,00
15/10/2003;23737;10537;15;44;53,00;40;2120,00
10/03/2003;23738;10894;11;15;123,79;8;990,32
15/12/2003;23739;10372;16;66;14,00;12;168,00
24/09/2003;23740;10982;12;72;7,75;16;124,00
26/03/2003;23741;10955;11;39;10,00;48;480,00
06/05/2003;23742;10814;9;41;9,20;25;230,00
03/09/2003;23743;10338;18;55;9,00;1;9,00
23/07/2003;23744;10150;24;4;34,80;35;1218,00
06/10/2003;23745;10501;9;21;12,50;40;500,00
22/12/2003;23746;10277;4;11;15,00;16;240,00
04/06/2003;23747;10900;2;25;36,00;37;1332,00
06/06/2003;23748;10864;2;12;46,00;14;644,00
10/09/2003;23749;10413;21;32;12,00;6;72,00
27/05/2003;23750;10627;8;40;32,80;16;524,80
25/12/2003;23751;10836;23;2;43,90;4;175,60
07/06/2003;23752;10349;17;58;24,00;25;600,00
01/12/2003;23753;10328;21;62;18,00;1;18,00
05/04/2003;23754;10022;3;5;12,50;14;175,00
04/08/2003;23755;10484;9;35;38,00;24;912,00
08/11/2003;23756;10153;26;36;17,45;30;523,50
17/02/2003;23757;10916;22;66;14,00;51;714,00
14/02/2003;23758;10511;2;50;10,00;34;340,00
12/04/2003;23759;10510;16;63;38,00;19;722,00
11/09/2003;23760;10847;2;23;32,00;45;1440,00
19/12/2003;23761;10774;10;65;55,00;24;1320,00
13/02/2003;23762;10364;21;36;17,45;24;418,80
09/01/2003;23763;10916;14;27;19,00;33;627,00
09/08/2003;23764;10980;22;7;15,50;11;170,50
27/07/2003;23765;10568;12;46;15,50;12;186,00
22/04/2003;23766;10649;7;6;15,50;12;186,00
18/05/2003;23767;10314;9;9;25,89;26;673,14
01/05/2003;23768;10283;9;15;123,79;30;3713,70
27/06/2003;23769;10421;17;28;18,00;26;468,00
02/05/2003;23770;10058;21;62;18,00;19;342,00
08/12/2003;23771;10436;15;2;43,90;19;834,10
16/09/2003;23772;10119;7;33;18,00;13;234,00
06/06/2003;23773;10554;4;76;9,50;51;484,50
06/06/2003;23774;10988;24;18;21,05;44;926,20
24/05/2003;23775;10904;16;8;9,20;14;128,80
16/04/2003;23776;10188;7;24;23,25;36;837,00
27/02/2003;23777;10179;5;18;21,05;16;336,80
28/01/2003;23778;10869;3;8;9,20;48;441,60
15/03/2003;23779;10242;22;77;9,65;13;125,45
16/11/2003;23780;10480;14;37;13,25;21;278,25
18/08/2003;23781;10636;14;36;17,45;30;523,50
28/03/2003;23782;10742;19;25;36,00;13;468,00
04/01/2003;23783;10141;20;55;9,00;10;90,00
23/05/2003;23784;10480;9;33;18,00;13;234,00
18/05/2003;23785;10787;18;45;12,50;20;250,00
14/05/2003;23786;10083;19;28;18,00;9;162,00
28/12/2003;23787;10981;19;53;6,00;41;246,00
01/07/2003;23788;10618;3;32;12,00;32;384,00
03/01/2003;23789;10655;20;5;12,50;43;537,50
29/03/2003;23790;10889;19;62;18,00;17;306,00
27/11/2003;23791;10588;9;2;43,90;47;2063,30
27/11/2003;23792;10973;14;56;30,00;31;930,00
11/12/2003;23793;10313;23;33;18,00;3;54,00
20/04/2003;23794;10999;7;10;49,30;27;1331,10
28/06/2003;23795;10256;26;1;14,00;2;28,00
02/10/2003;23796;10226;2;4;34,80;20;696,00
08/11/2003;23797;10029;2;66;14,00;36;504,00
20/03/2003;23798;10675;17;69;9,50;40;380,00
17/07/2003;23799;10011;14;68;12,50;47;587,50
26/10/2003;23800;10866;17;20;14,00;2;28,00
03/05/2003;23801;10651;20;5;12,50;50;625,00
22/09/2003;23802;10431;9;74;24,00;30;720,00
29/08/2003;23803;10123;11;63;38,00;45;1710,00
10/10/2003;23804;10639;17;25;36,00;19;684,00
14/08/2003;23805;10254;8;38;7,45;35;260,75
15/09/2003;23806;10109;13;8;9,20;29;266,80
01/10/2003;23807;10878;21;21;12,50;40;500,00
01/02/2003;23808;10253;25;38;7,45;12;89,40
03/08/2003;23809;10024;3;50;10,00;34;340,00
07/03/2003;23810;10210;24;69;9,50;17;161,50
31/05/2003;23811;10589;6;32;12,00;38;456,00
10/05/2003;23812;10331;18;62;18,00;44;792,00
06/03/2003;23813;10405;10;58;24,00;20;480,00
07/07/2003;23814;10468;3;54;24,00;23;552,00
06/11/2003;23815;10863;6;72;7,75;41;317,75
22/09/2003;23816;10616;16;58;24,00;37;888,00
08/07/2003;23817;10484;26;50;10,00;46;460,00
01/04/2003;23818;10682;8;3;43,90;43;1887,70
13/02/2003;23819;10116;14;4;34,80;50;1740,00
20/06/2003;23820;10419;7;18;21,05;17;357,85
05/01/2003;23821;10636;19;73;49,30;48;2366,40
20/03/2003;23822;10793;13;14;263,50;20;5270,00
29/07/2003;23823;10340;4;60;263,50;27;7114,50
19/02/2003;23824;10329;3;60;263,50;25;6587,50
18/06/2003;23825;10410;12;29;43,90;19;834,10
21/08/2003;23826;10210;25;75;13,25;34;450,50
02/05/2003;23827;10118;25;34;2,50;21;52,50
06/07/2003;23828;10159;24;75;13,25;42;556,50
24/03/2003;23829;10676;24;37;13,25;33;437,25
24/08/2003;23830;10391;13;67;9,50;8;76,00
27/05/2003;23831;10889;15;34;2,50;8;20,00
14/10/2003;23832;10156;20;15;123,79;19;2352,01
18/08/2003;23833;10010;19;35;38,00;50;1900,00
19/04/2003;23834;10670;16;24;23,25;21;488,25
15/02/2003;23835;10463;5;20;14,00;39;546,00
31/10/2003;23836;10448;14;41;9,20;31;285,20
30/01/2003;23837;10336;5;25;36,00;16;576,00
31/05/2003;23838;10335;6;23;32,00;39;1248,00
08/12/2003;23839;10790;21;57;19,00;5;95,00
02/08/2003;23840;10752;13;1;14,00;31;434,00
19/04/2003;23841;10818;24;25;36,00;32;1152,00
30/11/2003;23842;10955;10;14;263,50;8;2108,00
12/04/2003;23843;10972;3;47;7,00;14;98,00
27/12/2003;23844;10323;13;3;43,90;27;1185,30
06/08/2003;23845;10001;16;42;7,00;41;287,00
21/05/2003;23846;10962;13;61;31,00;3;93,00
02/07/2003;23847;10530;19;17;12,75;25;318,75
12/03/2003;23848;10162;23;10;49,30;15;739,50
26/06/2003;23849;10200;14;61;31,00;19;589,00
12/04/2003;23850;10475;12;57;19,00;50;950,00
09/06/2003;23851;10919;19;44;53,00;5;265,00
11/10/2003;23852;10463;10;63;38,00;29;1102,00
28/11/2003;23853;10139;2;60;263,50;32;8432,00
14/03/2003;23854;10379;12;74;24,00;1;24,00
18/06/2003;23855;10296;13;46;15,50;35;542,50
16/12/2003;23856;10322;4;66;14,00;49;686,00
16/07/2003;23857;10846;20;37;13,25;9;119,25
14/10/2003;23858;10653;14;48;14,00;29;406,00
07/11/2003;23859;10531;14;51;14,00;42;588,00
19/07/2003;23860;10687;10;59;55,00;22;1210,00
14/09/2003;23861;10791;10;58;24,00;19;456,00
10/01/2003;23862;10953;25;11;15,00;26;390,00
28/06/2003;23863;10479;25;25;36,00;34;1224,00
26/04/2003;23864;10559;3;29;43,90;2;87,80
20/08/2003;23865;10278;7;23;32,00;17;544,00
21/06/2003;23866;10430;9;40;32,80;26;852,80
15/01/2003;23867;10488;22;28;18,00;4;72,00
15/10/2003;23868;10453;22;73;49,30;43;2119,90
02/05/2003;23869;10081;26;57;19,00;6;114,00
17/09/2003;23870;10820;6;73;49,30;31;1528,30
09/08/2003;23871;10173;5;4;34,80;37;1287,60
31/12/2003;23872;10091;5;20;14,00;14;196,00
13/04/2003;23873;10342;12;3;43,90;49;2151,10
18/12/2003;23874;10761;2;48;14,00;1;14,00
10/09/2003;23875;10424;14;47;7,00;42;294,00
20/06/2003;23876;10362;21;8;9,20;15;138,00
12/11/2003;23877;10706;13;10;49,30;6;295,80
01/04/2003;23878;10381;3;60;263,50;10;2635,00
10/03/2003;23879;10676;22;7;15,50;38;589,00
23/05/2003;23880;10524;16;76;9,50;19;180,50
22/10/2003;23881;10715;2;61;31,00;27;837,00
10/07/2003;23882;10118;23;9;25,89;12;310,68
16/09/2003;23883;10424;11;22;21,05;5;105,25
02/08/2003;23884;10656;10;5;12,50;16;200,00
03/08/2003;23885;10446;25;66;14,00;8;112,00
05/07/2003;23886;10802;20;22;21,05;18;378,90
02/06/2003;23887;10988;26;2;43,90;46;2019,40
10/11/2003;23888;10359;3;30;36,00;22;792,00
16/11/2003;23889;10403;17;38;7,45;14;104,30
26/05/2003;23890;10986;18;58;24,00;42;1008,00
19/10/2003;23891;10528;17;55;9,00;15;135,00
13/05/2003;23892;10714;8;25;36,00;6;216,00
27/04/2003;23893;10656;15;73;49,30;6;295,80
09/07/2003;23894;10517;7;67;9,50;50;475,00
05/04/2003;23895;10312;7;6;15,50;3;46,50
28/10/2003;23896;10483;2;18;21,05;20;421,00
21/12/2003;23897;10236;6;30;36,00;40;1440,00
24/11/2003;23898;10369;4;19;30,00;29;870,00
06/10/2003;23899;10229;14;15;123,79;41;5075,39
20/07/2003;23900;10560;14;39;10,00;2;20,00
13/12/2003;23901;10770;3;2;43,90;21;921,90
10/02/2003;23902;10721;18;18;21,05;13;273,65
10/10/2003;23903;10556;11;56;30,00;11;330,00
02/03/2003;23904;10676;13;51;14,00;32;448,00
12/01/2003;23905;10376;11;43;15,00;26;390,00
22/04/2003;23906;10284;15;66;14,00;31;434,00
25/12/2003;23907;10974;16;36;17,45;24;418,80
02/07/2003;23908;10355;15;69;9,50;5;47,50
28/03/2003;23909;10801;10;59;55,00;31;1705,00
18/07/2003;23910;10879;3;62;18,00;3;54,00
12/06/2003;23911;10830;4;8;9,20;7;64,40
15/07/2003;23912;10110;5;54;24,00;19;456,00
05/09/2003;23913;10812;9;33;18,00;10;180,00
03/12/2003;23914;10266;7;65;55,00;12;660,00
27/03/2003;23915;10660;15;17;12,75;4;51,00
02/09/2003;23916;10903;5;69;9,50;21;199,50
06/07/2003;23917;10839;21;34;2,50;41;102,50
26/10/2003;23918;10220;17;24;23,25;30;697,50
01/09/2003;23919;10946;4;45;12,50;39;487,50
30/12/2003;23920;10845;9;59;55,00;15;825,00
04/03/2003;23921;10861;23;17;12,75;22;280,50
20/02/2003;23922;10864;2;1;14,00;9;126,00
14/12/2003;23923;10139;11;48;14,00;43;602,00
17/10/2003;23924;10148;16;43;15,00;38;570,00
05/11/2003;23925;10551;24;28;18,00;9;162,00
08/09/2003;23926;10239;12;18;21,05;39;820,95
23/06/2003;23927;10920;23;17;12,75;41;522,75
16/09/2003;23928;10332;1;13;19,00;44;836,00
06/03/2003;23929;10667;8;39;10,00;6;60,00
28/03/2003;23930;10142;19;11;15,00;10;150,00
05/08/2003;23931;10718;5;58;24,00;1;24,00
01/08/2003;23932;10674;11;7;15,50;2;31,00
12/01/2003;23933;10686;20;37;13,25;24;318,00
09/11/2003;23934;10195;20;23;32,00;43;1376,00
31/05/2003;23935;10473;3;23;32,00;4;128,00
16/10/2003;23936;10914;20;48;14,00;5;70,00
26/12/2003;23937;10703;16;53;6,00;50;300,00
08/08/2003;23938;10181;17;42;7,00;30;210,00
08/04/2003;23939;10654;9;14;263,50;11;2898,50
19/10/2003;23940;10207;17;24;23,25;41;953,25
08/04/2003;23941;10567;13;59;55,00;29;1595,00
21/02/2003;23942;10615;15;3;43,90;40;1756,00
03/01/2003;23943;10525;3;59;55,00;8;440,00
10/06/2003;23944;10325;24;54;24,00;36;864,00
26/11/2003;23945;10272;6;37;13,25;7;92,75
11/11/2003;23946;10577;6;44;53,00;34;1802,00
16/04/2003;23947;10658;7;32;12,00;2;24,00
10/11/2003;23948;10112;17;16;19,00;40;760,00
12/09/2003;23949;10598;22;63;38,00;43;1634,00
10/08/2003;23950;10789;7;16;19,00;42;798,00
10/05/2003;23951;10703;12;62;18,00;40;720,00
01/10/2003;23952;10186;8;30;36,00;48;1728,00
16/06/2003;23953;10002;7;34;2,50;22;55,00
28/08/2003;23954;10943;7;4;34,80;11;382,80
01/08/2003;23955;10396;21;32;12,00;27;324,00
26/09/2003;23956;10895;6;30;36,00;15;540,00
02/05/2003;23957;10759;17;21;12,50;42;525,00
09/02/2003;23958;10276;21;28;18,00;51;918,00
06/08/2003;23959;10834;14;22;21,05;23;484,15
18/05/2003;23960;10514;12;45;12,50;45;562,50
10/07/2003;23961;10350;10;34;2,50;6;15,00
23/02/2003;23962;10405;18;66;14,00;5;70,00
21/10/2003;23963;10985;23;7;15,50;37;573,50
02/10/2003;23964;10703;12;47;7,00;39;273,00
13/04/2003;23965;10109;7;28;18,00;30;540,00
09/10/2003;23966;10398;16;24;23,25;28;651,00
17/02/2003;23967;10452;18;23;32,00;43;1376,00
07/03/2003;23968;10211;13;41;9,20;3;27,60
04/08/2003;23969;10104;22;15;123,79;11;1361,69
07/04/2003;23970;10106;24;28;18,00;31;558,00
16/08/2003;23971;10495;18;62;18,00;5;90,00
20/06/2003;23972;10825;26;21;12,50;20;250,00
15/04/2003;23973;10286;4;31;21,05;14;294,70
17/12/2003;23974;10743;20;47;7,00;28;196,00
25/12/2003;23975;10291;7;47;7,00;17;119,00
24/06/2003;23976;10575;9;29;43,90;38;1668,20
27/03/2003;23977;10875;11;56;30,00;7;210,00
06/05/2003;23978;10707;10;73;49,30;9;443,70
26/11/2003;23979;10451;13;69;9,50;1;9,50
01/06/2003;23980;10188;18;70;19,00;18;342,00
25/12/2003;23981;10004;9;21;12,50;30;375,00
05/10/2003;23982;10665;17;9;25,89;15;388,35
11/03/2003;23983;10788;13;17;12,75;24;306,00
04/09/2003;23984;10790;9;53;6,00;41;246,00
04/07/2003;23985;10607;14;71;53,00;4;212,00
08/11/2003;23986;10879;25;42;7,00;31;217,00
01/11/2003;23987;10330;24;9;25,89;19;491,91
02/07/2003;23988;10860;1;54;24,00;31;744,00
27/10/2003;23989;10559;1;73;49,30;20;986,00
01/12/2003;23990;10784;10;33;18,00;42;756,00
30/09/2003;23991;10586;15;62;18,00;28;504,00
29/03/2003;23992;10434;18;68;12,50;43;537,50
14/10/2003;23993;10069;4;73;49,30;28;1380,40
13/04/2003;23994;10815;19;5;12,50;44;550,00
11/02/2003;23995;10062;17;17;12,75;50;637,50
22/09/2003;23996;10553;14;75;13,25;8;106,00
30/04/2003;23997;10320;21;74;24,00;2;48,00
26/11/2003;23998;10485;10;32;12,00;27;324,00
16/06/2003;23999;10027;21;21;12,50;4;50,00
19/08/2003;24000;10973;1;62;18,00;46;828,00
19/07/2003;24001;10359;22;65;55,00;49;2695,00
09/03/2003;24002;10718;2;73;49,30;17;838,10
02/11/2003;24003;10529;20;28;18,00;7;126,00
01/04/2003;24004;10115;13;52;24,00;35;840,00
08/10/2003;24005;10238;15;73;49,30;49;2415,70
26/02/2003;24006;10420;20;54;24,00;25;600,00
12/03/2003;24007;10660;4;14;263,50;11;2898,50
02/01/2003;24008;10266;21;12;46,00;48;2208,00
18/02/2003;24009;10404;18;74;24,00;49;1176,00
17/07/2003;24010;10311;12;50;10,00;21;210,00
02/09/2003;24011;10070;8;53;6,00;3;18,00
24/09/2003;24012;10037;7;70;19,00;2;38,00
11/06/2003;24013;10340;16;7;15,50;15;232,50
25/09/2003;24014;10004;2;16;19,00;4;76,00
18/10/2003;24015;10735;20;29;43,90;19;834,10
19/02/2003;24016;10062;24;3;43,90;15;658,50
17/06/2003;24017;10457;13;35;38,00;6;228,00
27/08/2003;24018;10330;23;10;49,30;3;147,90
01/04/2003;24019;10972;19;60;263,50;20;5270,00
19/10/2003;24020;10951;23;33;18,00;31;558,00
23/10/2003;24021;10233;9;52;24,00;5;120,00
11/06/2003;24022;10919;10;45;12,50;22;275,00
12/11/2003;24023;10705;17;24;23,25;32;744,00
09/12/2003;24024;10499;6;37;13,25;7;92,75
04/05/2003;24025;10602;12;65;55,00;12;660,00
18/04/2003;24026;10028;12;31;21,05;11;231,55
22/06/2003;24027;10980;14;14;263,50;41;10803,50
10/08/2003;24028;10129;15;7;15,50;4;62,00
05/01/2003;24029;10600;21;44;53,00;4;212,00
27/06/2003;24030;10614;6;59;55,00;47;2585,00
12/04/2003;24031;10728;23;56;30,00;14;420,00
08/02/2003;24032;10607;20;65;55,00;5;275,00
08/08/2003;24033;10250;12;35;38,00;51;1938,00
10/05/2003;24034;10672;17;73;49,30;20;986,00
02/05/2003;24035;10788;15;68;12,50;20;250,00
05/02/2003;24036;10983;1;34;2,50;33;82,50
11/01/2003;24037;10705;3;53;6,00;51;306,00
19/11/2003;24038;10802;21;35;38,00;39;1482,00
07/05/2003;24039;10163;8;1;14,00;18;252,00
31/12/2003;24040;10806;18;32;12,00;35;420,00
19/05/2003;24041;10638;24;73;49,30;22;1084,60
14/11/2003;24042;10046;2;23;32,00;2;64,00
12/08/2003;24043;10545;19;64;9,00;9;81,00
29/10/2003;24044;10567;7;9;25,89;35;906,15
24/10/2003;24045;10886;23;42;7,00;13;91,00
21/01/2003;24046;10962;17;48;14,00;19;266,00
28/02/2003;24047;10073;22;60;263,50;51;13438,50
01/11/2003;24048;10408;12;67;9,50;40;380,00
27/10/2003;24049;10334;24;63;38,00;18;684,00
13/06/2003;24050;10951;17;37;13,25;8;106,00
31/12/2003;24051;10354;8;33;18,00;32;576,00
23/09/2003;24052;10074;21;34;2,50;12;30,00
05/06/2003;24053;10063;23;57;19,00;13;247,00
04/12/2003;24054;10838;25;75;13,25;47;622,75
22/07/2003;24055;10725;8;26;123,79;10;1237,90
03/01/2003;24056;10115;9;59;55,00;9;495,00
21/12/2003;24057;10733;1;68;12,50;47;587,50
11/06/2003;24058;10700;16;42;7,00;40;280,00
10/01/2003;24059;10770;14;1;14,00;12;168,00
23/02/2003;24060;10339;12;66;14,00;23;322,00
30/07/2003;24061;10232;12;34;2,50;51;127,50
08/05/2003;24062;10941;9;41;9,20;46;423,20
25/01/2003;24063;10087;14;16;19,00;50;950,00
10/08/2003;24064;10517;4;5;12,50;51;637,50
19/03/2003;24065;10558;12;60;263,50;7;1844,50
06/05/2003;24066;10624;12;4;34,80;23;800,40
08/07/2003;24067;10301;4;32;12,00;44;528,00
05/06/2003;24068;10336;14;35;38,00;8;304,00
04/01/2003;24069;10968;25;69;9,50;31;294,50
21/04/2003;24070;10046;25;3;43,90;28;1229,20
04/12/2003;24071;10331;7;47;7,00;12;84,00
13/08/2003;24072;10600;12;45;12,50;19;237,50
10/03/2003;24073;10360;21;37;13,25;15;198,75
23/01/2003;24074;10569;22;45;12,50;35;437,50
06/01/2003;24075;10908;21;28;18,00;20;360,00
20/03/2003;24076;10683;14;33;18,00;13;234,00
28/02/2003;24077;10923;12;71;53,00;37;1961,00
27/06/2003;24078;10696;14;40;32,80;17;557,60
19/06/2003;24079;10335;6;75;13,25;47;622,75
05/11/2003;24080;10235;8;45;12,50;36;450,00
17/02/2003;24081;10019;17;61;31,00;29;899,00
25/08/2003;24082;10398;23;18;21,05;30;631,50
01/09/2003;24083;10506;16;7;15,50;6;93,00
18/10/2003;24084;10134;16;53;6,00;19;114,00
15/09/2003;24085;10329;24;33;18,00;7;126,00
23/06/2003;24086;10696;7;60;263,50;26;6851,00
02/11/2003;24087;10175;25;32;12,00;40;480,00
14/01/2003;24088;10688;15;13;19,00;18;342,00
14/09/2003;24089;10242;18;65;55,00;21;1155,00
08/05/2003;24090;10487;19;10;49,30;12;591,60
09/10/2003;24091;10464;18;57;19,00;15;285,00
10/08/2003;24092;10088;3;15;123,79;10;1237,90
05/07/2003;24093;10495;2;69;9,50;6;57,00
19/05/2003;24094;10621;21;66;14,00;32;448,00
06/01/2003;24095;10634;7;20;14,00;38;532,00
08/04/2003;24096;10112;15;66;14,00;3;42,00
03/02/2003;24097;10065;14;46;15,50;6;93,00
28/04/2003;24098;10230;2;68;12,50;9;112,50
27/08/2003;24099;10100;13;74;24,00;31;744,00
13/12/2003;24100;10080;23;49;21,05;6;126,30
16/02/2003;24101;10308;14;67;9,50;5;47,50
27/07/2003;24102;10308;12;46;15,50;49;759,50
10/04/2003;24103;10696;14;41;9,20;22;202,40
05/07/2003;24104;10054;12;5;12,50;21;262,50
14/01/2003;24105;10351;5;26;123,79;17;2104,43
10/10/2003;24106;10536;13;11;15,00;4;60,00
08/01/2003;24107;10190;15;23;32,00;39;1248,00
19/10/2003;24108;10291;2;59;55,00;33;1815,00
03/04/2003;24109;10733;17;39;10,00;2;20,00
03/05/2003;24110;10361;23;5;12,50;5;62,50
28/03/2003;24111;10050;11;38;7,45;33;245,85
07/11/2003;24112;10949;22;44;53,00;23;1219,00
03/03/2003;24113;10293;10;13;19,00;27;513,00
27/11/2003;24114;10328;8;5;12,50;2;25,00
02/11/2003;24115;10461;20;61;31,00;44;1364,00
30/11/2003;24116;10038;7;3;43,90;46;2019,40
03/06/2003;24117;10314;20;1;14,00;1;14,00
08/07/2003;24118;10651;12;10;49,30;16;788,80
24/02/2003;24119;10587;6;5;12,50;48;600,00
23/09/2003;24120;10624;7;6;15,50;5;77,50
27/03/2003;24121;10911;5;41;9,20;23;211,60
03/10/2003;24122;10047;15;64;9,00;10;90,00
05/04/2003;24123;10092;2;31;21,05;50;1052,50
16/07/2003;24124;10282;12;77;9,65;11;106,15
12/02/2003;24125;10672;23;14;263,50;34;8959,00
01/03/2003;24126;10811;21;70;19,00;12;228,00
07/01/2003;24127;10901;15;29;43,90;4;175,60
16/06/2003;24128;10797;11;50;10,00;32;320,00
28/03/2003;24129;10552;15;55;9,00;38;342,00
02/09/2003;24130;10148;4;9;25,89;12;310,68
16/04/2003;24131;10217;18;44;53,00;33;1749,00
21/01/2003;24132;10121;1;68;12,50;23;287,50
10/04/2003;24133;10007;26;68;12,50;36;450,00
11/01/2003;24134;10744;11;22;21,05;11;231,55
25/06/2003;24135;10789;17;23;32,00;23;736,00
08/07/2003;24136;10575;5;20;14,00;11;154,00
01/05/2003;24137;10392;21;23;32,00;18;576,00
09/01/2003;24138;10602;18;49;21,05;40;842,00
19/06/2003;24139;10423;1;52;24,00;17;408,00
26/06/2003;24140;10298;17;1;14,00;38;532,00
16/02/2003;24141;10597;18;44;53,00;22;1166,00
04/12/2003;24142;10115;22;31;21,05;42;884,10
01/05/2003;24143;10752;25;66;14,00;36;504,00
12/09/2003;24144;10956;16;20;14,00;23;322,00
20/09/2003;24145;10938;23;55;9,00;1;9,00
18/11/2003;24146;10397;12;48;14,00;6;84,00
22/04/2003;24147;10249;20;43;15,00;48;720,00
26/12/2003;24148;10693;17;31;21,05;39;820,95
14/01/2003;24149;10298;18;59;55,00;10;550,00
19/10/2003;24150;10857;18;15;123,79;26;3218,54
13/03/2003;24151;10493;16;63;38,00;11;418,00
22/08/2003;24152;10331;20;70;19,00;41;779,00
05/07/2003;24153;10520;9;55;9,00;44;396,00
16/04/2003;24154;10034;20;22;21,05;18;378,90
18/09/2003;24155;10687;16;1;14,00;21;294,00
14/05/2003;24156;10828;9;14;263,50;19;5006,50
30/07/2003;24157;10043;7;45;12,50;48;600,00
18/08/2003;24158;10668;15;64;9,00;45;405,00
11/05/2003;24159;10419;1;10;49,30;25;1232,50
10/08/2003;24160;10978;4;64;9,00;7;63,00
19/03/2003;24161;10799;9;68;12,50;41;512,50
06/09/2003;24162;10032;9;31;21,05;13;273,65
17/07/2003;24163;10683;19;21;12,50;2;25,00
26/07/2003;24164;10366;22;8;9,20;4;36,80
06/03/2003;24165;10346;18;16;19,00;38;722,00
04/06/2003;24166;10510;25;20;14,00;20;280,00
24/12/2003;24167;10141;5;34;2,50;42;105,00
10/11/2003;24168;10569;24;44;53,00;10;530,00
17/06/2003;24169;10265;11;11;15,00;5;75,00
23/05/2003;24170;10424;1;56;30,00;28;840,00
02/03/2003;24171;10637;6;41;9,20;5;46,00
03/06/2003;24172;10610;9;8;9,20;24;220,80
23/04/2003;24173;10796;24;31;21,05;10;210,50
15/12/2003;24174;10114;17;54;24,00;35;840,00
27/04/2003;24175;10970;11;48;14,00;32;448,00
01/02/2003;24176;10663;23;3;43,90;5;219,50
24/07/2003;24177;10734;2;16;19,00;42;798,00
26/03/2003;24178;10261;4;42;7,00;25;175,00
17/08/2003;24179;10901;16;34;2,50;19;47,50
30/11/2003;24180;10004;17;55;9,00;43;387,00
27/07/2003;24181;10562;25;76;9,50;47;446,50
28/03/2003;24182;10472;4;10;49,30;13;640,90
10/12/2003;24183;10423;18;17;12,75;5;63,75
03/08/2003;24184;10213;16;5;12,50;45;562,50
27/10/2003;24185;10851;23;13;19,00;21;399,00
22/07/2003;24186;10106;24;13;19,00;18;342,00
11/08/2003;24187;10279;12;47;7,00;27;189,00
25/02/2003;24188;10632;19;49;21,05;32;673,60
08/08/2003;24189;10891;10;31;21,05;14;294,70
27/05/2003;24190;10347;4;61;31,00;38;1178,00
29/12/2003;24191;10720;4;2;43,90;28;1229,20
12/09/2003;24192;10062;3;63;38,00;51;1938,00
13/11/2003;24193;10589;15;70;19,00;4;76,00
21/12/2003;24194;10540;9;31;21,05;46;968,30
06/10/2003;24195;10530;18;7;15,50;38;589,00
24/05/2003;24196;10720;7;17;12,75;44;561,00
24/05/2003;24197;10606;22;11;15,00;26;390,00
01/01/2003;24198;10763;8;54;24,00;36;864,00
14/10/2003;24199;10283;17;38;7,45;5;37,25
15/04/2003;24200;10441;5;32;12,00;37;444,00
27/02/2003;24201;10750;22;50;10,00;19;190,00
08/10/2003;24202;10659;6;5;12,50;48;600,00
07/02/2003;24203;10865;6;69;9,50;5;47,50
13/10/2003;24204;10133;24;71;53,00;37;1961,00
30/12/2003;24205;10612;15;21;12,50;31;387,50
05/12/2003;24206;10512;10;9;25,89;43;1113,27
09/09/2003;24207;10236;9;22;21,05;49;1031,45
16/02/2003;24208;10475;4;26;123,79;40;4951,60
24/06/2003;24209;10462;15;35;38,00;37;1406,00
08/11/2003;24210;10576;23;40;32,80;42;1377,60
02/09/2003;24211;10449;10;36;17,45;8;139,60
08/12/2003;24212;10877;5;66;14,00;4;56,00
19/01/2003;24213;10388;22;73;49,30;27;1331,10
26/01/2003;24214;10652;23;7;15,50;34;527,00
06/09/2003;24215;10910;24;62;18,00;7;126,00
10/05/2003;24216;10678;4;73;49,30;38;1873,40
