Sexo;Estado Civil;Anos de estudo;Formação;Tempo de empresa;Unidade;Departamento;Cargo;Salário;Bônus
Feminino;Casado;13;Humanas;2;Florianópolis;Produção;Auxiliar;2,96;2,4
Masculino;Casado;19;Sócio-econômicas;15;Rio de Janeiro;Financeiro;Assistente;17,52;37,14
Feminino;Divorciado;16;Sócio-econômicas;23;São Paulo;Vendas;Assistente;14,45;41,62
Feminino;Casado;15;Sócio-econômicas;19;Curitiba;Vendas;Auxiliar;11,41;14,94
Masculino;Casado;14;Sócio-econômicas;6;São Paulo;Produção;Auxiliar;6,33;19
Feminino;Solteiro;12;Sócio-econômicas;21;Rio de Janeiro;Produção;Auxiliar;2,74;3,98
Masculino;Casado;21;Sócio-econômicas;29;Curitiba;Financeiro;Assistente;30,12;32,36
Masculino;Divorciado;14;Exatas;5;Florianópolis;Produção;Auxiliar;1,83;6,28
Masculino;Casado;15;Sócio-econômicas;22;São Paulo;Pessoal;Gerente;21,21;67,52
Masculino;Casado;15;Sócio-econômicas;23;São Paulo;Vendas;Gerente;35,12;92,06
Masculino;Casado;14;Humanas;3;Rio de Janeiro;Produção;Assistente;3,29;3,42
Feminino;Casado;16;Sócio-econômicas;24;Rio de Janeiro;Pess ;Assistente;32,69;39,34
Masculino;Casado;20;Humanas;29;Rio de Janeiro;Vendas;Assistente;25,18;24,1
Masculino;Solteiro;19;Sócio-econômicas;17;São Paulo;Vendas;Assistente;15,37;35,72
Feminino;Casado;15;Exatas;13;Curitiba;Produção;Auxiliar;2,05;5,14
Masculino;Casado;21;Humanas;25;São Paulo;Produção;Assistente;14,3;29,82
Masculino;Casado;16;Humanas;16;Rio de Janeiro;Vendas;Assistente;17;56,82
Feminino;Casado;20;Sócio-econômicas;15;Rio de Janeiro;Pessoal;Assistente;8,65;21,82
Masculino;Casado;12;Exatas;12;Rio de Janeiro;Pessoal;Auxiliar;3,39;4,38
Masculino;Divorciado;20;Sócio-econômicas;27;São Paulo;Vendas;Assistente;19,3;34
Masculino;Solteiro;16;Sócio-econômicas;25;São Paulo;Vendas;Assistente;11,03;20,14
Masculino;Casado;17;Sócio-econômicas;36;Rio de Janeiro;Vendas;Assistente;28,17;50,8
Masculino;Casado;17;Sócio-econômicas;24;Curitiba;Vendas;Assistente;8,24;37,14
Feminino;Casado;15;Humanas;11;Curitiba;Produção;Auxiliar;3,19;7,74
Masculino;Casado;21;Exatas;19;Florianópolis;Pessoal;Assistente;13,86;28,02
Feminino;Casado;15;Humanas;7;Rio de Janeiro;Vendas;Assistente;8,44;8,68
Masculino;Divorciado;13;Sócio-econômicas;12;Curitiba;Vendas;Assistente;5,41;13,16
Masculino;Casado;16;Sócio-econômicas;19;São Paulo;Vendas;Assistente;26,3;16,88
Feminino;Casado;12;Exatas;15;Curitiba;Produção;Auxiliar;1,92;7,52
Masculino;Viúvo;12;Exatas;21;São Paulo;Pessoal;Auxiliar;3,19;28,3
Masculino;Solteiro;20;Sóci ;19;Curitiba;Vendas;Assistente;11,03;22,3
Masculino;Casado;11;Sócio-econômicas;20;São Paulo;Vendas;Auxiliar;4,98;6,1
Masc ;Casado;17;Sócio-econômicas;17;Rio de Janeiro;Vendas;Assistente;18,75;78,88
Masculino;Solteiro;18;Sócio-econômicas;28;São Paulo;Vendas;Assistente;23,87;29,52
Masculino;Solteiro;11;Sócio-econômicas;6;São Paulo;Pessoal;Auxiliar;3,24;2,6
Masculino;Solteiro;14;Exatas;11;Florianópolis;Vendas;Auxiliar;1,16;6,1
Feminino;Casado;14;Exatas;18;Curitiba;Financeiro;Auxiliar;4,65;26,56
Masculino;Casado;16;Sócio-econômicas;4;São Paulo;Pessoal;Assistente;7,94;22,82
Masculino;Casado;17;Sócio-econômicas;15;Rio de Janeiro;Vendas;Assistente;29,63;22,82
Masculino;Casado;17;Exatas;22;Rio de Janeiro;Vendas;Assistente;16,34;40,48
Masculino;Solteiro;10;Humanas;14;Curitiba;Produção;Auxiliar;1,92;5,06
Masculino;Casado;13;Sócio-econômicas;11;Florianópolis;Produção;Assistente;3,44;10,52
Masculino;Solteiro;16;Sócio-econômicas;20;Rio de Janeiro;Vendas;Assistente;6,42;13,86
Masculino;Solteiro;12;Exatas;0;Curitiba;Produção;Auxiliar;1,68;4,46
Feminino;Casado;16;Biológicas;13;Curitiba;Financeiro;Assistente;14,15;6
Masculino;Casado;15;Sócio-econômicas;25;São Paulo;Vendas;Assistente;21,8;43,2
Masculino;Casado;15;Sócio-econômicas;23;Rio de Janeiro;Produção;Assistente;9,84;29,52
Feminino;Divorciado;14;Humanas;18;Rio de Janeiro;Vendas;Auxiliar;4,46;23,84
Masculino;Casado;12;Humanas;11;Curitiba;Produção;Assistente;3,7;6,2
Masculino;Casado;17;Exatas;22;Curitiba;Pessoal;Assistente;6,01;27,14
Feminino;Solteiro;13;Exatas;16;São Paulo;Produção;Auxiliar;1,49;5,56
Masculino;Casado;15;Exatas;8;São Paulo;Produção;Auxiliar;4,72;8,2
Feminino;Casado;20;Sócio-econômicas;32;São Paulo;Vendas;Assistente;28,41;53,98
Masculino;Casado;14;Sócio-econômicas;21;Curitiba;Vendas;Assistente;7,85;8,68
Masculino;Viúvo;13;Sócio-econômicas;21;Rio de Janeiro;Pessoal;Auxiliar;2,83;18,78
Feminino;Casado;12;Exatas;18;Rio de Janeiro;Financeiro;Assistente;7,1;5,22
Masculino;Casado;18;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;10,54;8,56
Masculino;Casado;18;Sócio-econômicas;28;Rio de Janeiro;Vendas;Gerente;36,52;96,76
Masculino;Casado;16;Humanas;15;Rio de Janeiro;Vendas;Assistente;22,41;49,92
Feminino;Casado;14;Exatas;21;Rio de Janeiro;Vendas;Assistente;10,54;25,46
Masculino;Casado;21;Sócio-econômicas;25;Rio de Janeiro;Vendas;Gerente;57;119,38
Masculino;Casado;12;Sócio-econômicas;17;Curitiba;Produção;Auxiliar;4,52;7,2
Masculino;Casado;15;Sócio-econômicas;14;São Paulo;Pessoal;Assistente;22,41;35,38
Masculino;Solteiro;14;Biológicas;30;Curitiba;Financeiro;Auxiliar;6,01;16,68
Feminino;Casado;15;Sócio-econômicas;25;São Paulo;Financeiro;Auxiliar;4,1;21,08
Feminino;Divorciado;16;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;13;16,88
Masculino;Casado;13;Biológicas;11;Curitiba;Produção;Auxiliar;4,65;12,18
Masculino;Divorciado;18;Humanas;24;São Paulo;Vendas;Assistente;19,48;8,56
Feminino;Divorciado;14;Sócio-econômicas;21;São Paulo;Produção;Auxiliar;12,84;17,3
Masculino;Casado;13;Sócio-econômicas;12;São Paulo;Vendas;Assistente;9,17;6,1
Masculino;Casado;11;Sócio-econômicas;14;Curitiba;Produção;Assistente;8,44;5,82
Masculino;Casado;17;Sócio-econômicas;24;Rio de Janeiro;Vendas;Assistente;23,03;13,5
Masculino;Solteiro;12;Exatas;2;Florianópolis;Produção;Auxiliar;2,05;2,82
Masculino;Divorciado;14;Sócio-econômicas;9;Rio de Janeiro;Pessoal;Auxiliar;5,12;15,7
Masculino;Casado;16;Sócio-econômicas;30;Curitiba;Financeiro;Assistente;14,6;21,08
Femi ;Casado;14;Biológicas;7;Rio de Janeiro;Vendas;Auxiliar;2,91;7,84
Masculino;Casado;16;Sócio-econômicas;23;Rio de Janeiro;Vendas;Assistente;12,73;13,16
Feminino;Casado;16;Sócio-econômicas;11;São Paulo;Financeiro;Assistente;9,73;16,08
Feminino;Casado;11;Biológicas;7;Florianópolis;Produção;Auxiliar;2,53;8,68
Masculino;Casado;16;Sócio-econômicas;35;Rio de Janeiro;Financeiro;Assistente;11,92;46,48
Masculino;Casado;15;Biológicas;7;Florianópolis;Produção;Auxiliar;3,65;3,04
Masculino;Casado;16;Sócio-econômicas;15;São Paulo;Vendas;Assistente;7,94;7,08
Feminino;Casado;18;Sócio-econômicas;28;São Paulo;Vendas;Assistente;23,24;35,04
Masculino;Casado;10;Exatas;0;Florianópolis;Produção;Auxiliar;1,62;2,32
Feminino;Casado;11;Humanas;14;São Paulo;Produção;Auxiliar;1,77;2,16
Masculino;Casado;19;Sócio-econômicas;28;Rio de Janeiro;Vendas;Gerente;28,89;35,72
Feminino;Casado;17;Biológicas;1;Curitiba;Vendas;Auxiliar;2,42;5,92
Feminino;Casado;16;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;6,09;28,02
Feminino;Solteiro;13;Biológicas;8;Curitiba;Pessoal;Auxiliar;1;2,68
Masculino;Casado;12;Sócio-econômicas;5;Curitiba;Financeiro;Assistente;11,41;9,3
Feminino;Casado;17;Biológicas;16;São Paulo;Produção;Assistente;17,17;59,26
Masculino;Casado;21;Exatas;10;Rio de Janeiro;Vendas;Assistente;18,22;20,6
Masculino;Casado;14;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;7,85;13,34
Masculino;Casado;12;Exatas;18;São Paulo;Produção;Assistente;7,19;11,4
Feminino;Casado;14;Humanas;24;Curitiba;Pessoal;Assistente;2,74; 
Masculino;Viúvo;16;Humanas;22;Florianópolis;Pessoal;Assistente;13,71;11,72
Feminino;Viúvo;14;Exatas;4;Florianópolis;Financeiro;Auxiliar;1,49;4,6
Masculino;Casado;18;Exatas;7;Curitiba;Vendas;Auxiliar;12,32;20,38
Masculino;Casado;17;Sócio-econômicas;25;Rio de Janeiro;Vendas;Gerente;38,84;66,44
Feminino;Casado;15;Humanas;15;Curitiba;Vendas;Assistente;7,1;2,2
Masculino;Casado;20;Sócio-econômicas;32;Rio de Janeiro;Vendas;Gerente;40,64;84,98
Feminino;Casado;16;Exatas;8;Rio de Janeiro;Vendas;Auxiliar;3,65;33
Feminino;Casado;12;Exatas;15;São Paulo;Produção;Auxiliar;1,88;2,82
Masculino;Casado;18;Sócio-econômicas;21;Rio de Janeiro;Vendas;Assistente;36,81;43,6
Masculino;Viúvo;15;Humanas;20;Rio de Janeiro;Vendas;Assistente;8,44;13,68
Masculino;Casa ;17;Sócio-econômicas;12;Rio de Janeiro;Financeiro;Assistente;24,52;13
Masculino;Casado;15;Biológicas;2;Rio de Janeiro;Financeiro;Auxiliar;6,33;16,08
Masculino;Divorciado;17;Sócio-econômicas;22;Curitiba;Vendas;Assistente;24,74;35,38
Masculino;Casado;17;Sócio-econômicas;12;Rio de Janeiro;Vendas;Gerente;18,39;42,8
Masculino;Casado;13;Exatas;0;Curitiba;Pessoal;Auxiliar;1,53;3,94
Feminino;Casado;15;Sócio-econômicas;24;Florianópolis;Financeiro;Assistente;8,34;5,92
Feminino;Casado;16;Sócio-econômicas;16;Rio de Janeiro;Financeiro;Assistente;6,58;6,38
Masculino;Casado;11;Exatas;13;São Paulo;Produção;Auxiliar;1,26;2,98
Masculino;Casado;16;Sócio-econômicas;18;São Paulo;Vendas;Assistente;17,86;15,12
Masculino;Casado;15;Exatas;15;Rio de Janeiro;Financeiro;Auxiliar;9,07;12,5
Feminino;Casado;13;Humanas;3;Curitiba;Produção;Auxiliar;3,05;7,62
Masculino;Solteiro;19;Sócio-econômicas;36;São Paulo;Vendas;Gerente;38,55;60,74
Masculino;Casado;17;Sócio-econômicas;26;Rio de Janeiro;Vendas;Gerente;22,82;47,74
Masculino;Solteiro;14;Exatas;12;Florianópolis;Vendas;Auxiliar;4,46;7,52
Masculino;Divorciado;11;Sócio-econômicas;0;São Paulo;Produção;Auxiliar;2,49;7,2
Feminino;Casado;17;Sócio-econômicas;10;São Paulo;Vendas;Assistente;13,57;32,02
Masculino;Casado;15;Biológicas;2;São Paulo;Pessoal;Assistente;12,45;17,7
Masculino;Casado;20;Sócio-econômicas;34;Rio de Janeiro;Vendas;Assistente;30,37;19,46
Masculino;Casado;19;Sócio-econômicas;15;Rio de Janeiro;Vendas;Assistente;27,22;61,76
Masculino;Divorciado;16;Sócio-econômicas;30;São Paulo;Vendas;Assistente;28,65;42,8
Feminino;Casa ;13;Humanas;5;Curitiba;Financeiro;Assistente;5,93;17,5
Feminino;Viúvo;18;Sócio-econômicas;27;Rio de Janeiro;Vendas;Gerente;22,41;12,66
Masculino;Viúvo;9;Humanas;0;Rio de Janeiro;Produção;Auxiliar;1,14;4,18
Feminino;Divorciado;13;Humanas;20;Florianópolis;Produção;Auxiliar;3,39;2,12
Masculino;Casado;17; ;28;Rio de Janeiro;Vendas;Assistente;25,85;29,2
Feminino;Divorciado;16;Humanas;11;Curitiba;Vendas;Assistente;5,41;48,6
Feminino;Casado;23;Sócio-econômicas;30;Rio de Janeiro;Vendas;Vice-Presidente;103,55;225,02
Masculino;Casado;18;Sócio-econômicas;32;São Paulo;Pessoal;Assistente;33,76;126,52
Masculino;Casado;15;Biológicas;15;São Paulo;Financeiro;Assistente;6,25;22,06
Feminino;Divorciado;16;Sócio-econômicas;13;Rio de Janeiro;Financeiro;Auxiliar;5,55;31,38
Masculino;Casado;12;Biológicas;13;Florianópolis;Produção;Auxiliar;1,57;2,16
Masculino;Casado;20;Sócio-econômicas;15;Florianópolis;Vendas;Gerente;28,65;35,72
Masculino;Casado;20;Sócio-econômicas;33;Curitiba;Vendas;Assistente;20,24;66,44
Masculino;Casado;13;Exatas;8;São Paulo;Produção;Assistente;1,88;2,36
Feminino;Casado;18;Humanas;20;Rio de Janeiro;Vendas;Assistente;14,6;32,68
Masculino;Viúvo;15;Sócio-econômicas;10;Rio de Janeiro;Vendas;Assistente;11,53;47,74
Masculino;Casado;17;Sócio-econômicas;32;São Paulo;Produção;Assistente;18,75;54,44
Masculino;Casado;18;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;62,45;125,7
Masculino;Casado;19;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;43,76;72,48
Feminino;Divorciado;8;Sócio-econômicas;0;Curitiba;Produção;Auxiliar;1,3;2,54
Masculino;Casado;13;Exatas;7;Curitiba;Pessoal;Auxiliar;5,63;14,94
Masculino;Casado;19;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;27,46;53,52
Masculino;Casado;14;Sócio-econômicas;25;São Paulo;Financeiro;Assistente;9,39;16,48
Masculino;Divorciado;15;Sócio-econômicas;11;Rio de Janeiro;Financeiro;Assistente;6,09;17,5
Masculino;Solteiro;15;Sócio-econômicas;5;Curitiba;Vendas;Auxiliar;8,75;25,72
Masculino;Casado;16;Sócio-econômicas;23;Curitiba;Pessoal;Assistente;9,28;30,74
Feminino;Casado;16;Humanas;26;Rio de Janeiro;Vendas;Assistente;34,85;19,22
Feminino;Casado;18;Humanas;19;Rio de Janeiro;Vendas;Assistente;24,52;17,08
Masculino;Solteiro;15;Sócio-econômicas;5;Curitiba;Financeiro;Assistente;6,42;31,7
Masculino;Casado;19;Sócio-econômicas;16;Rio de Janeiro;Vendas;Gerente;22,21;27,42
Masculino;Casado;17;Exatas;16;Rio de Janeiro;Vendas;Assistente;17,52;5,48
Feminino;Casado;18;Sócio-econômicas;22;Rio de Janeiro;Vendas;Gerente;17,52;68,06
Masculino;Casado;20;Sócio-econômicas;28;Rio de Janeiro;Vendas;Gerente;31,13;38,24
Masculino;Divorciado;16;Biológicas;10;Curitiba;Financeiro;Assistente;3,92;15,12
Masculino;Casado;18;Humanas;31;Rio de Janeiro;Vendas;Gerente;27,46;37,14
Masculino;Casado;18;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;10,3;53,98
Masculino;Casado;16;Sócio-econômicas;19;Rio de Janeiro;Financeiro;Assistente;20,05;40,1
Masculino;Casado;13;Sócio-econômicas;0;Rio de Janeiro;Vendas;Auxiliar;6,93;4,04
Feminino;Casado;12;Exatas;9;Curitiba;Produção;Auxiliar;1,49;3,96
Masculino;Casado;15;Humanas;24;Rio de Janeiro;Produção;Assistente;8,14;34,34
Masculino;Casado;19;Sócio-econômicas;31;Rio de Janeiro;Vendas;Gerente; ;68,6
Feminino;Casado;12;Exatas;3;São Paulo;Produção;Auxiliar;1,75;3,42
Feminino;Casado;13;Humanas;20;Rio de Janeiro;Financeiro;Assistente;18,04;6,48
Masculino;Casado;17;Sócio-econômicas;8;Rio de Janeiro;Vendas;Assistente;9,73;45,64
Masculino;Casado;12;Exatas;2;Curitiba;Produção;Auxiliar;1,89;6,68
Feminino;Viúvo;12;Humanas;0;Curitiba;Pessoal;Auxiliar;1,845;3,2
Masculino;Casado;13;Humanas;10;Curitiba;Produção;Assistente;6,75;7,74
Feminino;Divorciado;14;Biológicas;19;Florianópolis;Vendas;Auxiliar;3,44;6,1
Masculino;Casado;16;Sócio-econômicas;17;Curitiba;Vendas;Assistente;15,53;31,38
Masculino;Casado;12;Exatas;0;Rio de Janeiro;Produção;Auxiliar;2,27;21,32
Masculino;Viúvo;16;Exatas;11;Rio de Janeiro;Vendas;Auxiliar;3,14;6,2
Feminino;Solteiro;17;Sócio-econômicas;17;Rio de Janeiro;Vendas;Assistente;9,5;28,9
Feminino;Casado;14;Humanas;22;Curitiba;Produção;Auxiliar;3,7;4,32
Feminino;Casado;14;Exatas;11;São Paulo;Vendas;Auxiliar;1,96;3,2
Masculino;Casado;16;Exatas;16;Rio de Janeiro;Vendas;Assistente;10,54;38,24
Feminino;Casado;15;Exatas;13;Rio de Janeiro; ;Assistente;13;18,14
Masculino;Casado;13;Exatas;2;Curitiba;Vendas;Auxiliar;2,23;3,72
Feminino;Solteiro;12;Sócio-econômicas;28;Curitiba;Vendas;Auxiliar;4,4;12,84
Feminino;Casado;16;Sócio-econômicas;23;Rio de Janeiro;Vendas;Assistente;7,85;31,38
Feminino;Casado;16;Biológicas;16;São Paulo;Financeiro;Assistente;6,84;18,78
Masculino;Casado;20;Sócio-econômicas;45;Rio de Janeiro;Vendas;Vice-Presidente;64,47;199,54
Masculino;Divorciado;17;Sócio-econômicas;22;Rio de Janeiro;Financeiro;Assistente;12,73;20,6
Feminino;Casado;15;Sócio-econômicas;26;Rio de Janeiro;Financeiro;Gerente;22,41;84,36
Masculino;Casado;19;Sócio-econômicas;40;Rio de Janeiro;Vendas;Gerente;30,37;86,88
Feminino;Casado;16;Humanas;16;Florianópolis;Produção;Assistente;2,3;5,06
Masculino;Casado;14;Humanas;28;Florianópolis;Pessoal;Assistente;7,94;19,68
Masculino;Solteiro;17;Biológicas;15;Curitiba;Vendas;Assistente;2,53;12,84
Masculino;Casado;14;Biológicas;10;Rio de Janeiro;Financeiro;Assistente;5,26;20,84
Masculino;Viúvo;19;Exatas;29;Rio de Janeiro;Vendas;Assistente;23,66;38,24
Masculino;Casado;17;Sócio-econômicas;21;Rio de Janeiro;Pessoal;Assistente;39,73;47,74
Feminino;Casado;19;Exatas;32;Rio de Janeiro;Vendas;Assistente;16,01;27,72
Masculino;Casado;21;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;73,41;56,82
Feminino;Casado;14;Biológicas;5;São Paulo;Produção;Auxiliar;4,78;7,96
Feminino;Casado;19;Humanas;17;Rio de Janeiro;Vendas;Assistente;13;31,06
Masculino;Casado;21;Sócio-econômicas;15;São Paulo;Vendas;Assistente;18,39;73,62
Masculino;Casado;13;Exatas;19;São Paulo;Vendas;Assistente;6,93;19,22
Masculino;Divorciado;14;Sócio-econômicas;15;Rio de Janeiro;Vendas;Auxiliar;8,24;3,84
Masculino;Casado;20;Humanas;15;Curitiba;Vendas;Assistente;28,89;97,44
Feminino;Casado;12;Sócio-econômicas;14;Rio de Janeiro;Vendas;Assistente;14,01;18,56
Masculino;Solteiro;17;Humanas;18;Rio de Janeiro;Vendas;Assistente;13,43;11,56
Masculino;Casado;14;Sócio-econômicas;14;São Paulo;Produção;Auxiliar;10,91;14,02
Feminino;Divorciado;13;Humanas;21;Curitiba;Produção;Auxiliar;3,92;6,38
Feminino;Divorciado;14;Exatas;17;Rio de Janeiro;Vendas;Auxiliar;4,98;5,4
Feminino;Divorciado;8;Biológicas;0;Florianópolis;Produção;Auxiliar;1,17;2,18
Feminino;Casado;15;Sócio-econômicas;1;Rio de Janeiro;Vendas;Assistente;13,28;9,3
Masculino;Casado;15;Sócio-econômicas;8;São Paulo;Financeiro;Assistente;6,09;9,7
Masculino;Casado;20;Sócio-econômicas;34;São Paulo;Vendas;Gerente;66,95;98,82
Feminino;Solteiro;17;Exatas;7;São Paulo;Pessoal;Auxiliar;7,01;6,1
Feminino;Casado;13;Biológicas;7;Curitiba;Produção;Auxiliar;4,92;5,92
Masculino;Solteiro;15;Exatas;7;São Paulo;Produção;Auxiliar;1,96;12,18
Feminino;Solteiro;12;Biológicas;15;Curitiba;Produção;Auxiliar;2,42;16,68
Feminino;Casado;12;Sócio-econômicas;19;São Paulo;Financeiro;Assistente;4,52;13
Feminino;Casado;13;Sócio-econômicas;23;Curitiba;Vendas;Auxiliar;7,85;18,14
Masculino;Viúvo;14;Exatas;13;Curitiba;Vendas;Assistente;3,87;25,72
Feminino;Casado;16;Sócio-econômicas;19;São Paulo;Vendas;Assistente;20,43;58,26
Feminino;Casado;14;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;9,28;6
Masculino;Casado;15;Sócio-econômicas;14;Rio de Janeiro;Produção;Assistente;6,33;21,82
Masculino;Casado;18;Biológicas;20;Rio de Janeiro;Financeiro;Assistente;10,07;34
Masculino;Viúvo;13;Sócio-econômicas;19;Rio de Janeiro;Vendas;Auxiliar;10,19;20,14
Feminino;Casado;14;Sócio-econômicas;12;São Paulo;Vendas;Assistente;19,48;45,22
Masculino;Casado;8;Sócio-econômicas;16;São Paulo;Produção;Auxiliar;1,12;11,26
Masculino;Casado;16;Humanas;22;Rio de Janeiro;Vendas;Assistente;14,45;49,48
Masculino;Solteiro;15;Exatas;13;Rio de Janeiro;Pessoal;Auxiliar;1,54;15,32
Masculino;Casado;20;Sócio-econômicas;28;Rio de Janeiro;Vendas;Assistente;25,62;44,42
Masculino;Viúvo;15;Sócio-econômicas;5;Rio de Janeiro;Financeiro;Assistente;5,93;9,04
Feminino;Casado;10;Exatas;3;São Paulo;Produção;Auxiliar;1,95;2,32
Masculino;Casado;14;Humanas;21;São Paulo;Vendas;Assistente;13,86;30,74
Feminino;Casado;24;Sócio-econômicas;53;Rio de Janeiro;Vendas;Vice-Presidente;109,1;251,12
Feminino;Divorciado;9;Exatas;0;Florianópolis;Produção;Auxiliar;1,4;2,4
Feminino;Casado;16;Humanas;17;Rio de Janeiro;Vendas;Auxiliar;5,33;39,84
Feminino;Casado;16;Humanas;15;São Paulo;Vendas;Assistente;6,67;21,82
Masculino;Casado;17;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;12,45;5,74
Masculino;Casado;15;Exatas;18;Rio de Janeiro;Vendas;Assistente;8,34;2,82
Feminino;Casado;16;Sócio-econômicas;27;São Paulo;Financeiro;Assistente;14,6;20,14
Masculino;Casado;18;Sócio-econômicas;22;São  ;Vendas;Assistente;26,53;52,14
Feminino;Divorciado;14;Exatas;12;Rio de Janeiro;Produção;Auxiliar;2,16;18,14
Masculino;Casado;21;Sócio-econômicas;12;Rio  ;Vendas;Gerente;23,03;124,9
Masculino;Casado;14;Exatas;16;Curitiba;Financeiro;Assistente;5,19;27,42
Feminino;Casado;8;Exatas;12;Florianópolis;Produção;Auxiliar;1,18;2,2
Feminino;Casado;15;Sócio-econômicas;15;São Paulo;Produção;Auxiliar;7,56;16,88
Masculino;Casado;14;Humanas;11;Rio de Janeiro;Pessoal;Auxiliar;6,58;2,2
Masculino;Casado;16;Sócio-econômicas;24;São Paulo;Vendas; ;24,96;50,36
Feminino;Casado;16;Exatas;9;Florianópolis;Vendas;Assistente;1,65;11,26
Masculino;Casado;19;Biológicas;31;São Paulo;Vendas;Assistente;22,61;15,12
Masculino;Casado;16;Sócio-econômicas;5;Curitiba;Vendas;Assistente;36,81;22,56
Feminino;Casado;16;Sócio-econômicas;13;Florianópolis;Vendas;Assistente;8,85;40,1
Masculino;Casado;20;Sócio-econômicas;11;Rio de Janeiro;Vendas;Assistente;37,67;99,5
Masculino;Casado;23;Sócio-econômicas;22;Curitiba;Vendas;Gerente;47,03;65,92
Feminino;Solteiro;14;Biológicas;7;Rio de Janeiro;Produção;Auxiliar;2,09;6,1
Masculino;Casado;16;Sócio-econômicas;16;Rio de Janeiro;Vendas;Auxiliar;14,45;22,06
Masculino;Casado;10;Sócio-econômicas;6;São Paulo;Produção;Auxiliar;2,42;2,78
Feminino;Casado;16;Humanas;18;Rio de Janeiro;Produção;Auxiliar;3,6;8,92
Feminino;Casado;14;Exatas;8;Curitiba;Produção;Auxiliar;2,45;2,24
Feminino;Casado;14;Exatas;2;Rio de Janeiro;Vendas;Assistente;2,96;15,7
Masculino;Casado;18;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;18,75;10,66
Feminino;Solteiro;15;Exatas;4;Florianópolis;Produção;Auxiliar;1,83;10,44
Feminino;Viúvo;13;Humanas;8;Curitiba;Vendas;Auxiliar;3,05;13,16
Feminino;Casado;15;Humanas;14;São Paulo;Pessoal;Assistente;14,01;28,6
Feminino;Casado;13;Biológicas;26;Curitiba;Produção;Auxiliar;4,16;23,84
Masculino;Divorciado;15;Sócio-econômicas;17;Curitiba;Financeiro;Auxiliar;16,18;14,56
Feminino;Casado;16;Humanas;11;Florianópolis;Produção;Auxiliar;3,14;3,42
Masculino;Casado;14;Sócio-econômicas;17;Rio de Janeiro;Pessoal;Auxiliar;4,59;11,1
Masculino;Casado;18;Sócio-econômicas;40;Curitiba;Financeiro;Gerente;43,44;98,12
Masculino;Casado;18;Sócio-econômicas;20;Rio de Janeiro;Vendas;Gerente;22,82;19,68
Masculino;Casado;14;Humanas;11;São Paulo;Vendas;Assistente;6,5;20,84
Masculino;Viúvo;14;Exatas;19;São Paulo;Produção;Auxiliar;4,28;5,74
Feminino;Casado;14;Exatas;10;Curitiba;Vendas;Auxiliar;3,29;9,04
Feminino;Solteiro;12;Exatas;16;Curitiba;Produção;Auxiliar;1,78;5,14
Feminino;Casado;15;Humanas;4;Curitiba;Vendas;Assistente;2,49;4,38
Feminino;Divorciado;14;Sócio-econômicas;10;Rio de Janeiro;Financeiro;Auxiliar;1,88;3,54
Feminino;Casado;15;Exatas;5;São Paulo;Pessoal;Auxiliar;2,61;10,24
Masculino;Solteiro;16;Exatas;15;Rio de Janeiro;Pessoal;Assistente;7,85;4,98
Feminino;Divorciado;16;Humanas;12;Florianópolis;Produção;Auxiliar;7,38;15,32
Masculino;Casado;13;Humanas;3;Curitiba;Vendas;Assistente;15,22;35,72
Femi ;Viúvo;14;Humanas;14;Curitiba;Vendas;Auxiliar;3,29;2,5
Feminino;Casado;13;Sócio-econômicas;13;Rio de Janeiro;Fina ;Assistente;16,5;6,88
Feminino;Casado;11;Sócio-econômicas;8;Curitiba;Produção;Auxiliar;3,92;8,8
Feminino;Casado;15;Humanas;6;São Paulo;Vendas;Assistente;7,66;7,84
Masculino;Casado;13;Exatas;0;Curitiba;Vendas;Auxiliar;2,57;7,74
Masc ;Casado;16;Sócio-econômicas;14;Curitiba;Vendas;Assistente;8,96;30,12
Masculino;Casado;16;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;17,52;41,24
Masculino;Casado;17;Sócio-econômicas;8;Rio de Janeiro;Vendas;Gerente;48,72;64,86
Masculino;Casado;20;Biológicas;21;Rio de Janeiro;Vendas;Gerente;23,66;125,7
Masculino;Solteiro;15;Exatas;12;Curitiba;Pessoal;Auxiliar;1,62;11,28
Masculino;Casado;21;Sócio-econômicas;37;Rio de Janeiro;Vendas;Gerente;54,76;121,72
Masculino;Casado;17;Sócio-econômicas;3;Rio de Janeiro;Vendas;Gerente;23,87;77,1
Feminino;Casado;15;Exatas;15;Curitiba;Vendas;Auxiliar;1,8;3,04
Feminino;Solteiro;15;Sócio-econômicas;18;Rio de Janeiro;Financeiro;Assistente;11,15;23,32
